movieId,ml_title,ml_year,ml_genres,douban_url,douban_genres,douban_country,douban_rating,douban_votes
1302,Field of Dreams,1989,Drama,https://movie.douban.com/subject/1294070/,剧情 / 家庭 / 奇幻 / 运动,美国,7.6,3126.0
1304,Butch Cassidy and the Sundance Kid,1969,Action|Comedy|Western,https://movie.douban.com/subject/1297602/,剧情 / 犯罪 / 西部 / 冒险,美国,8.6,24469.0
1307,When Harry Met Sally...,1989,Comedy|Romance,https://movie.douban.com/subject/1291842/,剧情 / 喜剧 / 爱情,美国,8.3,159237.0
1320,Alien³,1992,Action|Horror|Sci-Fi|Thriller,https://movie.douban.com/subject/1297929/,动作 / 科幻 / 恐怖,美国,7.2,134345.0
1333,"Birds, The",1963,Horror,https://movie.douban.com/subject/5157443/,剧情,中国台湾,,
1339,Bram Stoker's Dracula,1992,Horror|Romance,https://movie.douban.com/subject/1293124/,爱情 / 恐怖 / 奇幻,英国 / 美国,7.7,176637.0
1343,Cape Fear,1991,Thriller,https://movie.douban.com/subject/1299107/,惊悚 / 犯罪,美国,7.4,17069.0
1356,Star Trek: First Contact,1996,Action|Adventure|Sci-Fi,https://movie.douban.com/subject/1299888/,动作 / 科幻 / 惊悚 / 冒险,美国,7.8,8794.0
1358,Sling Blade,1996,Drama|Thriller,https://movie.douban.com/subject/1294589/,剧情,美国,8.0,9979.0
1370,Die Hard 2,1990,Action|Thriller,https://movie.douban.com/subject/1300537/,动作 / 惊悚 / 犯罪,美国,7.8,54874.0
1371,Star Trek: The Motion Picture,1979,Action|Adventure|Sci-Fi,https://movie.douban.com/subject/1300089/,科幻 / 悬疑 / 奇幻 / 冒险,美国,7.8,18125.0
1372,Star Trek VI: The Undiscovered Country,1991,Action|Adventure|Sci-Fi,https://movie.douban.com/subject/1305970/,动作 / 科幻 / 悬疑 / 惊悚,美国,7.7,8548.0
1373,Star Trek V: The Final Frontier,1989,Action|Adventure|Sci-Fi,https://movie.douban.com/subject/1302570/,动作 / 科幻 / 惊悚 / 冒险,美国,6.9,7973.0
1374,Star Trek: The Wrath of Khan,1982,Action|Adventure|Sci-Fi,https://movie.douban.com/subject/1293316/,动作 / 科幻 / 惊悚 / 冒险,美国,7.7,14625.0
1375,Star Trek III: The Search for Spock,1984,Action|Adventure|Sci-Fi,https://movie.douban.com/subject/1294015/,动作 / 科幻 / 惊悚 / 冒险,美国,7.3,9871.0
1376,Star Trek IV: The Voyage Home,1986,Action|Adventure|Sci-Fi,https://movie.douban.com/subject/1293325/,喜剧 / 科幻 / 冒险,美国,8.2,11948.0
1377,Batman Returns,1992,Action|Adventure|Comedy|Crime,https://movie.douban.com/subject/1294929/,动作 / 犯罪 / 奇幻,美国 / 英国,7.4,50320.0
1380,Grease,1978,Comedy|Musical|Romance,https://movie.douban.com/subject/1300993/,爱情 / 歌舞,美国,7.3,7613.0
1387,Jaws,1975,Action|Horror,https://movie.douban.com/subject/1294941/,剧情 / 惊悚 / 冒险,美国,7.8,115383.0
1391,Mars Attacks!,1996,Action|Comedy|Sci-Fi|War,https://movie.douban.com/subject/1297715/,喜剧 / 科幻,美国 / 日本 / 英国,7.3,51957.0
1393,Jerry Maguire,1996,Drama|Romance,https://movie.douban.com/subject/1293158/,剧情 / 喜剧 / 爱情 / 运动,美国,7.5,45664.0
1394,Raising Arizona,1987,Comedy,https://movie.douban.com/subject/1293276/,喜剧 / 犯罪,美国,7.4,12510.0
1396,Sneakers,1992,Crime|Drama|Sci-Fi,https://movie.douban.com/subject/1296544/,喜剧 / 悬疑 / 惊悚 / 犯罪 / 冒险,美国,6.4,1181.0
1407,Scream,1996,Horror|Thriller,https://movie.douban.com/subject/1301630/,惊悚 / 恐怖,美国,7.2,63832.0
1408,"Last of the Mohicans, The",1992,Action|Romance|War,https://movie.douban.com/subject/5053034/,剧情 / 历史 / 战争,美国,,
1466,Donnie Brasco,1997,Crime|Drama,https://movie.douban.com/subject/1293731/,剧情 / 传记 / 犯罪,美国,8.2,55086.0
1485,Liar Liar,1997,Comedy,https://movie.douban.com/subject/1295318/,喜剧 / 奇幻,美国,7.8,89645.0
1500,Grosse Pointe Blank,1997,Comedy|Crime,https://movie.douban.com/subject/1300097/,喜剧 / 动作 / 爱情 / 惊悚 / 犯罪,美国,6.7,884.0
1513,Romy and Michele's High School Reunion,1997,Comedy,https://movie.douban.com/subject/1296639/,喜剧,美国,6.6,1696.0
1517,Austin Powers: International Man of Mystery,1997,Comedy,https://movie.douban.com/subject/1292493/,喜剧 / 动作 / 犯罪 / 冒险,美国 / 德国,6.2,8555.0
1527,"Fifth Element, The",1997,Action|Sci-Fi,https://movie.douban.com/subject/37890427/,动画,美国,,
1544,"Lost World: Jurassic Park, The",1997,Action|Adventure|Sci-Fi|Thriller,https://movie.douban.com/subject/1293702/,动作 / 科幻 / 惊悚 / 冒险,美国,7.6,170882.0
1552,Con Air,1997,Action|Adventure|Thriller,https://movie.douban.com/subject/1300618/,剧情 / 动作 / 惊悚 / 犯罪,美国,8.2,194608.0
1562,Batman & Robin,1997,Action|Adventure|Crime,https://movie.douban.com/subject/1294519/,动作 / 科幻,美国 / 英国,6.1,39038.0
1569,My Best Friend's Wedding,1997,Comedy|Romance,https://movie.douban.com/subject/1295965/,喜剧 / 爱情,美国,7.3,94968.0
1573,Face/Off,1997,Action|Sci-Fi|Thriller,https://movie.douban.com/subject/1292659/,动作 / 科幻 / 惊悚 / 犯罪,美国,8.5,404593.0
1580,Men in Black,1997,Action|Adventure|Comedy|Sci-Fi,https://movie.douban.com/subject/1301445/,喜剧 / 动作 / 科幻,美国,8.3,365365.0
1584,Contact,1997,Drama|Sci-Fi,https://movie.douban.com/subject/1295647/,剧情 / 科幻 / 悬疑 / 惊悚,美国,8.4,128994.0
1597,Conspiracy Theory,1997,Action|Mystery|Romance|Thriller,https://movie.douban.com/subject/1293067/,动作 / 悬疑 / 惊悚,美国,6.7,2644.0
1608,Air Force One,1997,Action|Thriller,https://movie.douban.com/subject/1293537/,剧情 / 动作 / 惊悚,美国 / 德国,7.5,76535.0
1610,"Hunt for Red October, The",1990,Action|Thriller,https://movie.douban.com/subject/1293830/,动作 / 惊悚 / 冒险,美国,7.7,19730.0
1617,L.A. Confidential,1997,Crime|Film-Noir|Mystery|Thriller,https://movie.douban.com/subject/1292348/,剧情 / 悬疑 / 惊悚 / 犯罪,美国,8.9,192060.0
1625,"Game, The",1997,Mystery|Thriller,https://movie.douban.com/subject/25722131/,惊悚,日本,6.2,6063.0
1639,Chasing Amy,1997,Drama|Romance,https://movie.douban.com/subject/1294058/,剧情 / 喜剧 / 爱情,美国,7.2,3501.0
1641,"Full Monty, The",1997,Comedy,https://movie.douban.com/subject/1292541/,剧情 / 喜剧,英国 / 美国,7.7,25562.0
1645,"Devil's Advocate, The",1997,Crime|Horror|Mystery|Thriller,https://movie.douban.com/subject/36132269/,纪录片,英国,,
1653,Gattaca,1997,Drama|Sci-Fi|Thriller,https://movie.douban.com/subject/1300117/,剧情 / 科幻 / 惊悚,美国,8.8,345447.0
1663,Stripes,1981,Comedy,https://movie.douban.com/subject/1293091/,喜剧 / 战争,美国,6.5,1437.0
1673,Boogie Nights,1997,Drama,https://movie.douban.com/subject/1292965/,剧情 / 情色,美国,7.6,29643.0
1674,Witness,1985,Drama|Romance|Thriller,https://movie.douban.com/subject/1293229/,剧情 / 爱情 / 惊悚,美国,7.1,6114.0
1676,Starship Troopers,1997,Action|Adventure|Sci-Fi|War,https://movie.douban.com/subject/1295384/,动作 / 科幻 / 惊悚 / 冒险,美国,8.0,116413.0
1682,"Truman Show, The",1998,Drama,https://movie.douban.com/subject/1292064/,剧情 / 科幻,美国,9.4,1981512.0
1690,Alien: Resurrection,1997,Action|Horror|Sci-Fi,https://movie.douban.com/subject/1299153/,动作 / 科幻 / 恐怖,美国,7.7,128240.0
1704,Good Will Hunting,1997,Drama,https://movie.douban.com/subject/1292656/,剧情,美国,9.0,805052.0
1711,Midnight in the Garden of Good and Evil,1997,Comedy|Crime|Drama|Mystery,https://movie.douban.com/subject/1297513/,剧情 / 悬疑 / 惊悚 / 同性 / 犯罪,美国,7.0,2051.0
1721,Titanic,1997,Drama|Romance,https://movie.douban.com/subject/1292722/,剧情 / 爱情 / 灾难,美国 / 墨西哥,9.5,2458537.0
1722,Tomorrow Never Dies,1997,Action|Romance|Thriller,https://movie.douban.com/subject/1299247/,动作 / 惊悚 / 冒险,英国 / 美国,7.4,44963.0
1729,Jackie Brown,1997,Crime|Drama,https://movie.douban.com/subject/1292335/,剧情 / 惊悚 / 犯罪,美国,7.4,42808.0
1732,"Big Lebowski, The",1998,Comedy|Crime|Mystery|Thriller,https://movie.douban.com/subject/1300044/,喜剧 / 犯罪,美国 / 英国,7.7,69711.0
1747,Wag the Dog,1997,Comedy|Drama,https://movie.douban.com/subject/1293985/,剧情 / 喜剧,美国,8.1,11648.0
1748,Dark City,1998,Film-Noir|Sci-Fi|Thriller,https://movie.douban.com/subject/1292332/,科幻 / 悬疑 / 惊悚,澳大利亚,7.9,70606.0
1777,"Wedding Singer, The",1998,Comedy|Romance,https://movie.douban.com/subject/1293865/,喜剧 / 爱情 / 音乐,美国,7.2,5630.0
1784,As Good As It Gets,1997,Comedy|Drama,https://movie.douban.com/subject/1293917/,剧情 / 喜剧 / 爱情,美国,8.2,38273.0
1805,Wild Things,1998,Crime|Drama|Mystery|Thriller,https://movie.douban.com/subject/1292552/,悬疑 / 惊悚 / 犯罪,美国,7.0,17965.0
1831,Lost in Space,1998,Action|Sci-Fi|Thriller,https://movie.douban.com/subject/1298339/,动作 / 科幻 / 惊悚 / 冒险,美国,6.8,4221.0
1876,Deep Impact,1998,Action|Drama|Sci-Fi|Thriller,https://movie.douban.com/subject/1293131/,科幻 / 灾难,美国,7.2,47620.0
1883,Bulworth,1998,Comedy,https://movie.douban.com/subject/1299666/,剧情 / 喜剧 / 爱情,美国,7.2,478.0
1885,"Opposite of Sex, The",1998,Comedy|Drama,https://movie.douban.com/subject/1294399/,喜剧 / 同性,美国,6.0,232.0
1909,"X-Files: Fight the Future, The",1998,Mystery|Sci-Fi|Thriller,https://movie.douban.com/subject/1293330/,科幻 / 悬疑 / 惊悚 / 恐怖 / 犯罪,加拿大 / 美国,6.9,8796.0
1912,Out of Sight,1998,Action|Crime|Romance,https://movie.douban.com/subject/1293554/,剧情 / 喜剧 / 爱情 / 惊悚 / 犯罪,美国,6.4,5763.0
1917,Armageddon,1998,Action|Adventure|Sci-Fi|Thriller,https://movie.douban.com/subject/1292769/,科幻 / 灾难,美国,7.8,89264.0
1918,Lethal Weapon 4,1998,Action|Comedy|Crime|Drama,https://movie.douban.com/subject/1294616/,动作 / 惊悚 / 犯罪,美国,6.5,6808.0
1921,Pi,1998,Sci-Fi|Thriller,https://movie.douban.com/subject/1295783/,剧情 / 科幻 / 惊悚,美国,7.4,11608.0
1923,There's Something About Mary,1998,Comedy,https://movie.douban.com/subject/1294165/,喜剧 / 爱情,美国,6.9,22648.0
1947,West Side Story,1961,Musical|Romance,https://movie.douban.com/subject/1295225/,剧情 / 爱情 / 歌舞 / 犯罪,美国,7.5,13044.0
1952,Midnight Cowboy,1969,Drama,https://movie.douban.com/subject/1297628/,剧情,美国,8.3,23989.0
1953,"French Connection, The",1971,Action|Crime|Drama|Thriller,https://movie.douban.com/subject/3013046/,动作 / 惊悚 / 犯罪,美国,7.8,15150.0
1954,Rocky,1976,Action|Drama,https://movie.douban.com/subject/1295742/,剧情 / 爱情 / 运动,美国,8.8,77096.0
1957,Chariots of Fire,1981,Drama,https://movie.douban.com/subject/1300487/,剧情 / 历史 / 运动,英国,7.7,12450.0
1959,Out of Africa,1985,Drama|Romance,https://movie.douban.com/subject/1291840/,剧情 / 爱情 / 传记 / 冒险,美国,8.7,105542.0
1960,"Last Emperor, The",1987,Drama|War,https://movie.douban.com/subject/1293172/,剧情 / 传记 / 历史,英国 / 意大利 / 中国大陆 / 法国,9.3,1012501.0
1961,Rain Man,1988,Drama,https://movie.douban.com/subject/1291870/,剧情,美国,8.7,440130.0
1962,Driving Miss Daisy,1989,Drama,https://movie.douban.com/subject/1293204/,剧情 / 喜剧,美国,8.3,52227.0
1965,Repo Man,1984,Comedy|Sci-Fi,https://movie.douban.com/subject/1304697/,喜剧 / 动作 / 科幻,美国,7.0,2704.0
1968,"Breakfast Club, The",1985,Comedy|Drama,https://movie.douban.com/subject/1295728/,剧情 / 喜剧,美国,7.9,33911.0
1994,Poltergeist,1982,Horror|Thriller,https://movie.douban.com/subject/1293042/,恐怖 / 奇幻,美国,6.8,3159.0
1997,"Exorcist, The",1973,Horror,https://movie.douban.com/subject/6869414/,动画,日本,8.0,5975.0
2000,Lethal Weapon,1987,Action|Comedy|Crime|Drama,https://movie.douban.com/subject/1295635/,动作 / 惊悚 / 犯罪,美国,7.0,6793.0
2001,Lethal Weapon 2,1989,Action|Comedy|Crime|Drama,https://movie.douban.com/subject/26981426/,剧情 / 动作 / 犯罪,美国,8.3,821.0
2002,Lethal Weapon 3,1992,Action|Comedy|Crime|Drama,https://movie.douban.com/subject/30221885/,剧情 / 动作 / 犯罪,美国,6.7,412.0
2003,Gremlins,1984,Comedy|Horror,https://movie.douban.com/subject/1296186/,喜剧 / 恐怖 / 奇幻,美国,7.1,3881.0
2005,"Goonies, The",1985,Adventure|Children's|Fantasy,https://movie.douban.com/subject/1298273/,喜剧 / 家庭 / 冒险,美国,7.5,4927.0
2006,"Mask of Zorro, The",1998,Action|Adventure|Romance,https://movie.douban.com/subject/1293225/,动作 / 爱情 / 西部 / 冒险,美国 / 墨西哥 / 德国,7.6,30032.0
2011,Back to the Future Part II,1989,Comedy|Sci-Fi,https://movie.douban.com/subject/1299092/,喜剧 / 科幻 / 冒险,美国,8.5,130740.0
2012,Back to the Future Part III,1990,Comedy|Sci-Fi|Western,https://movie.douban.com/subject/1296666/,喜剧 / 科幻 / 西部 / 冒险,美国,8.6,113832.0
2013,"Poseidon Adventure, The",1972,Action|Adventure,https://movie.douban.com/subject/1473795/,动作 / 冒险 / 灾难,美国,6.9,45056.0
2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai),1954,Action|Drama,https://movie.douban.com/subject/1295399/,剧情 / 动作 / 冒险,日本,9.3,231982.0
2020,Dangerous Liaisons,1988,Drama|Romance,https://movie.douban.com/subject/1295713/,剧情 / 爱情,美国 / 英国,7.6,12471.0
2021,Dune,1984,Fantasy|Sci-Fi,https://movie.douban.com/subject/3001114/,剧情 / 科幻 / 冒险,美国,7.7,762962.0
2023,"Godfather: Part III, The",1990,Action|Crime|Drama,https://movie.douban.com/subject/1294240/,剧情 / 犯罪,美国,9.0,426507.0
2028,Saving Private Ryan,1998,Action|Drama|War,https://movie.douban.com/subject/1292849/,剧情 / 战争,美国,9.1,716304.0
2054,"Honey, I Shrunk the Kids",1989,Adventure|Children's|Comedy|Fantasy|Sci-Fi,https://movie.douban.com/subject/1302355/,喜剧 / 科幻 / 家庭 / 冒险,美国,7.6,23803.0
2058,"Negotiator, The",1998,Action|Thriller,https://movie.douban.com/subject/3882457/,剧情 / 动作,日本,6.2,1520.0
2064,Roger & Me,1989,Comedy|Documentary,https://movie.douban.com/subject/1302069/,纪录片 / 历史,美国,7.9,1005.0
2076,Blue Velvet,1986,Drama|Mystery,https://movie.douban.com/subject/27058856/,纪录片,英国 / 德国,6.8,136.0
2078,"Jungle Book, The",1967,Animation|Children's|Comedy|Musical,https://movie.douban.com/subject/27137129/,动画,印度,,
2080,Lady and the Tramp,1955,Animation|Children's|Comedy|Musical|Romance,https://movie.douban.com/subject/1300075/,喜剧 / 爱情 / 动画 / 冒险,美国,8.6,33726.0
2081,"Little Mermaid, The",1989,Animation|Children's|Comedy|Musical|Romance,https://movie.douban.com/subject/35849794/,动画 / 冒险,中国大陆,,
2094,"Rocketeer, The",1991,Action|Adventure|Sci-Fi,https://movie.douban.com/subject/35201540/,,英国,8.9,126.0
2100,Splash,1984,Comedy|Fantasy|Romance,https://movie.douban.com/subject/1292906/,喜剧 / 爱情 / 奇幻,美国,7.4,14481.0
2105,Tron,1982,Action|Adventure|Fantasy|Sci-Fi,https://movie.douban.com/subject/1293482/,动作 / 科幻 / 冒险,美国,7.4,9379.0
2108,L.A. Story,1991,Comedy|Romance,https://movie.douban.com/subject/1298925/,剧情 / 喜剧 / 爱情 / 奇幻,美国,7.1,162.0
2115,Indiana Jones and the Temple of Doom,1984,Action|Adventure,https://movie.douban.com/subject/1301434/,动作 / 冒险,美国,7.8,70017.0
2124,"Addams Family, The",1991,Comedy,https://movie.douban.com/subject/1293718/,喜剧 / 家庭 / 奇幻,美国,8.5,110807.0
2140,"Dark Crystal, The",1982,Children's|Fantasy|Sci-Fi,https://movie.douban.com/subject/25713420/,动作 / 爱情 / 奇幻,中国大陆 / 中国香港 / 美国,4.4,86824.0
2144,Sixteen Candles,1984,Comedy,https://movie.douban.com/subject/1300813/,喜剧 / 爱情,美国,6.7,2307.0
2145,Pretty in Pink,1986,Comedy|Drama|Romance,https://movie.douban.com/subject/1297376/,剧情 / 喜剧 / 爱情,美国,7.2,2370.0
2150,"Gods Must Be Crazy, The",1980,Comedy,https://movie.douban.com/subject/1297478/,喜剧,南非 / 博茨瓦纳,8.7,146890.0
2160,Rosemary's Baby,1968,Horror|Thriller,https://movie.douban.com/subject/1293852/,剧情 / 恐怖,美国,8.2,86229.0
2161,"NeverEnding Story, The",1984,Adventure|Children's|Fantasy,https://movie.douban.com/subject/1306740/,家庭 / 奇幻 / 冒险,美国 / 德国,6.6,159.0
2167,Blade,1998,Action|Adventure|Horror,https://movie.douban.com/subject/1298120/,动作 / 科幻 / 恐怖,美国,7.1,72943.0
2174,Beetlejuice,1988,Comedy|Fantasy,https://movie.douban.com/subject/1293639/,喜剧 / 奇幻,美国,7.6,23510.0
2193,Willow,1988,Action|Adventure|Fantasy,https://movie.douban.com/subject/35138458/,剧情 / 动作 / 爱情 / 奇幻 / 冒险,美国,6.4,692.0
2194,"Untouchables, The",1987,Action|Crime|Drama,https://movie.douban.com/subject/30391769/,纪录片 / 传记,英国,7.1,222.0
2243,Broadcast News,1987,Comedy|Drama|Romance,https://movie.douban.com/subject/1292511/,剧情 / 喜剧 / 爱情,美国,7.0,996.0
2248,Say Anything...,1989,Comedy|Drama|Romance,https://movie.douban.com/subject/1300529/,剧情 / 喜剧 / 爱情,美国,7.4,4200.0
2268,"Few Good Men, A",1992,Crime|Drama,https://movie.douban.com/subject/1295260/,剧情 / 惊悚,美国,8.0,17023.0
2273,Rush Hour,1998,Action|Thriller,https://movie.douban.com/subject/1292624/,喜剧 / 动作 / 惊悚 / 犯罪,美国,7.4,128703.0
2278,Ronin,1998,Action|Crime|Thriller,https://movie.douban.com/subject/1295527/,动作 / 惊悚 / 犯罪,英国 / 法国 / 美国,7.6,21742.0
2288,"Thing, The",1982,Action|Horror|Sci-Fi|Thriller,https://movie.douban.com/subject/4089696/,科幻 / 动画,美国,,
2289,"Player, The",1992,Comedy|Drama,https://movie.douban.com/subject/36442466/,喜剧,加拿大,,
2291,Edward Scissorhands,1990,Drama|Romance,https://movie.douban.com/subject/1292370/,剧情 / 爱情 / 奇幻,美国,8.7,1112689.0
2294,Antz,1998,Animation|Children's,https://movie.douban.com/subject/1293816/,喜剧 / 动画 / 冒险,美国,7.0,7240.0
2300,"Producers, The",1968,Comedy|Musical,https://movie.douban.com/subject/1479817/,喜剧 / 歌舞,美国,7.2,4481.0
2302,My Cousin Vinny,1992,Comedy,https://movie.douban.com/subject/1298884/,喜剧 / 犯罪,美国,7.9,4731.0
2321,Pleasantville,1998,Comedy,https://movie.douban.com/subject/1293871/,剧情 / 喜剧 / 奇幻,美国,8.3,9217.0
2324,Life Is Beautiful (La Vita è bella),1997,Comedy|Drama,https://movie.douban.com/subject/1292063/,剧情 / 喜剧 / 爱情 / 战争,意大利,9.5,1461735.0
2329,American History X,1998,Drama,https://movie.douban.com/subject/1293527/,剧情 / 犯罪,美国,8.4,107368.0
2336,Elizabeth,1998,Drama,https://movie.douban.com/subject/1296223/,剧情 / 爱情 / 传记 / 历史,英国,7.7,41351.0
2352,"Big Chill, The",1983,Comedy|Drama,https://movie.douban.com/subject/1293796/,剧情 / 喜剧,美国,6.8,997.0
2353,Enemy of the State,1998,Action|Thriller,https://movie.douban.com/subject/1297544/,剧情 / 动作 / 惊悚,美国,8.2,125090.0
2355,"Bug's Life, A",1998,Animation|Children's|Comedy,https://movie.douban.com/subject/1291573/,喜剧 / 动画 / 冒险,美国,8.0,107530.0
2359,Waking Ned Devine,1998,Comedy,https://movie.douban.com/subject/1296208/,喜剧,英国 / 爱尔兰 / 法国 / 美国,7.9,608.0
2366,King Kong,1933,Action|Adventure|Horror,https://movie.douban.com/subject/1309043/,动作 / 奇幻 / 冒险,新西兰 / 美国 / 德国,8.0,332190.0
2369,Desperately Seeking Susan,1985,Comedy|Romance,https://movie.douban.com/subject/1292823/,剧情 / 喜剧 / 爱情,美国,7.2,800.0
2371,Fletch,1985,Comedy,https://movie.douban.com/subject/1292756/,喜剧 / 悬疑 / 犯罪,美国,7.0,156.0
2391,"Simple Plan, A",1998,Crime|Thriller,https://movie.douban.com/subject/5220403/,纪录片,加拿大 Canada,,
2393,Star Trek: Insurrection,1998,Action|Sci-Fi,https://movie.douban.com/subject/1295383/,动作 / 科幻 / 惊悚 / 冒险,美国,7.3,7022.0
2395,Rushmore,1998,Comedy,https://movie.douban.com/subject/1296835/,剧情 / 喜剧,美国,8.1,26831.0
2396,Shakespeare in Love,1998,Comedy|Romance,https://movie.douban.com/subject/1300220/,剧情 / 喜剧 / 爱情,英国 / 美国,7.3,84947.0
2405,"Jewel of the Nile, The",1985,Action|Adventure|Comedy|Romance,https://movie.douban.com/subject/1293915/,喜剧 / 动作 / 爱情 / 冒险,美国,6.2,572.0
2406,Romancing the Stone,1984,Action|Adventure|Comedy|Romance,https://movie.douban.com/subject/1299463/,喜剧 / 动作 / 爱情 / 冒险,美国 / 墨西哥,6.8,1172.0
2407,Cocoon,1985,Comedy|Sci-Fi,https://movie.douban.com/subject/1303283/,喜剧 / 爱情 / 科幻 / 冒险,美国,6.8,2452.0
2424,You've Got Mail,1998,Comedy|Romance,https://movie.douban.com/subject/1293555/,喜剧 / 爱情,美国,7.8,109329.0
2427,"Thin Red Line, The",1998,Action|Drama|War,https://movie.douban.com/subject/11624679/,短片,Ireland,,
2455,"Fly, The",1986,Horror|Sci-Fi,https://movie.douban.com/subject/1293073/,科幻 / 恐怖,美国 / 德国,7.4,49019.0
2470,Crocodile Dundee,1986,Adventure|Comedy,https://movie.douban.com/subject/1304488/,喜剧 / 动作 / 冒险,澳大利亚,7.2,3014.0
2490,Payback,1999,Action|Thriller,https://movie.douban.com/subject/1298667/,剧情 / 动作 / 犯罪,美国,7.2,7008.0
2502,Office Space,1999,Comedy|Romance,https://movie.douban.com/subject/1296424/,喜剧,美国,6.8,6448.0
2527,Westworld,1973,Action|Sci-Fi|Thriller|Western,https://movie.douban.com/subject/1297907/,科幻 / 惊悚 / 西部,美国,7.2,11197.0
2528,Logan's Run,1976,Action|Adventure|Sci-Fi,https://movie.douban.com/subject/1292729/,剧情 / 爱情 / 科幻 / 冒险,美国,6.9,2120.0
2529,Planet of the Apes,1968,Action|Sci-Fi,https://movie.douban.com/subject/1296697/,科幻 / 悬疑 / 冒险,美国,8.3,42413.0
2539,Analyze This,1999,Comedy,https://movie.douban.com/subject/1297012/,喜剧 / 犯罪,美国 / 澳大利亚,7.4,9930.0
2542,"Lock, Stock & Two Smoking Barrels",1998,Comedy|Crime|Thriller,https://movie.douban.com/subject/1293350/,剧情 / 喜剧 / 犯罪,英国,9.1,667443.0
2571,"Matrix, The",1999,Action|Sci-Fi|Thriller,https://movie.douban.com/subject/1291843/,动作 / 科幻,美国,9.1,936028.0
2572,10 Things I Hate About You,1999,Comedy|Romance,https://movie.douban.com/subject/1296359/,剧情 / 喜剧 / 爱情,美国,7.9,60777.0
2580,Go,1999,Crime,https://movie.douban.com/subject/1307176/,剧情,日本,8.1,17325.0
2581,Never Been Kissed,1999,Comedy|Romance,https://movie.douban.com/subject/1293896/,剧情 / 喜剧 / 爱情,美国,6.5,6639.0
2599,Election,1999,Comedy,https://movie.douban.com/subject/1296829/,喜剧,美国,7.6,7479.0
2605,Entrapment,1999,Crime|Thriller,https://movie.douban.com/subject/1300069/,动作 / 爱情 / 惊悚 / 犯罪,美国 / 英国 / 德国,7.8,110862.0
2616,Dick Tracy,1990,Action|Crime,https://movie.douban.com/subject/1295643/,动作 / 爱情 / 惊悚 / 犯罪,美国,6.8,1879.0
2617,"Mummy, The",1999,Action|Adventure|Horror|Thriller,https://movie.douban.com/subject/5228665/,动作 / 惊悚 / 恐怖 / 短片 / 冒险,美国,,
2628,Star Wars: Episode I - The Phantom Menace,1999,Action|Adventure|Fantasy|Sci-Fi,https://movie.douban.com/subject/1294362/,动作 / 科幻 / 冒险,美国,8.2,136646.0
2640,Superman,1978,Action|Adventure|Sci-Fi,https://movie.douban.com/subject/36188176/,动作 / 科幻 / 奇幻 / 冒险,美国,6.3,100829.0
2641,Superman II,1980,Action|Adventure|Sci-Fi,https://movie.douban.com/subject/35382940/,剧情 / 动作 / 爱情 / 科幻 / 冒险,美国,7.7,1743.0
2657,"Rocky Horror Picture Show, The",1975,Comedy|Horror|Musical|Sci-Fi,https://movie.douban.com/subject/1292050/,喜剧 / 歌舞,英国 / 美国,8.1,28767.0
2664,Invasion of the Body Snatchers,1956,Horror|Sci-Fi,https://movie.douban.com/subject/1296030/,科幻 / 惊悚 / 恐怖,美国,7.8,5554.0
2671,Notting Hill,1999,Comedy|Romance,https://movie.douban.com/subject/1298038/,喜剧 / 爱情,英国 / 美国,8.0,408361.0
2683,Austin Powers: The Spy Who Shagged Me,1999,Comedy,https://movie.douban.com/subject/1292930/,喜剧 / 动作 / 犯罪 / 冒险,美国,6.3,5976.0
2688,"General's Daughter, The",1999,Drama|Thriller,https://movie.douban.com/subject/3123890/,剧情,韩国,,
2692,Run Lola Run (Lola rennt),1998,Action|Crime|Romance,https://movie.douban.com/subject/1292275/,动作 / 惊悚 / 犯罪,德国,8.1,266854.0
2694,Big Daddy,1999,Comedy,https://movie.douban.com/subject/1295283/,剧情 / 喜剧 / 家庭,美国,7.3,14502.0
2699,Arachnophobia,1990,Action|Comedy|Sci-Fi|Thriller,https://movie.douban.com/subject/1292813/,喜剧 / 科幻 / 惊悚 / 恐怖,美国,7.2,2157.0
2701,Wild Wild West,1999,Action|Sci-Fi|Western,https://movie.douban.com/subject/1293364/,喜剧 / 动作 / 科幻 / 西部,美国,6.8,15089.0
2706,American Pie,1999,Comedy,https://movie.douban.com/subject/1295253/,喜剧 / 爱情,美国,7.4,94144.0
2707,Arlington Road,1999,Thriller,https://movie.douban.com/subject/1297145/,悬疑 / 惊悚,美国,7.6,21106.0
2710,"Blair Witch Project, The",1999,Horror,https://movie.douban.com/subject/1295831/,悬疑 / 恐怖,美国,6.4,26864.0
2712,Eyes Wide Shut,1999,Drama,https://movie.douban.com/subject/1300275/,剧情 / 悬疑 / 惊悚 / 情色,英国 / 美国,8.1,196794.0
2716,Ghostbusters,1984,Comedy|Horror,https://movie.douban.com/subject/1293760/,喜剧 / 科幻 / 奇幻,美国,6.7,18504.0
2723,Mystery Men,1999,Action|Adventure|Comedy,https://movie.douban.com/subject/1297417/,喜剧 / 动作 / 奇幻,美国,6.3,381.0
2724,Runaway Bride,1999,Comedy|Romance,https://movie.douban.com/subject/1299922/,喜剧 / 爱情,美国,6.8,26196.0
2746,Little Shop of Horrors,1986,Comedy|Horror|Musical,https://movie.douban.com/subject/1294749/,喜剧 / 爱情 / 恐怖 / 歌舞,美国,7.5,2396.0
